Code du département,Code de la commune,Code sexe,codesPostaux,population,zone,etiquette_politique,communes_voisines,resultats_votes,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
13,13019,F,13480,10143.0,metro,Écologiste,"13240,13320,13170","{'LECO': 36.53, 'LDVC': 35.14, 'LDVD': 28.32}",71.9,5.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 8.2, 'Cadres': 11.5, 'Profession intermédiaire': 28.4, 'Employé': 38.0, 'Ouvrier': 13.8}",,8.7,7.9,15.3,26.2
13,13026,M,13220,18364.0,metro,Divers droite,,"{'LDVD': 50.62, 'LSOC': 18.56, 'LDVG': 12.65, 'LRN': 9.59, 'LDIV': 8.56}",69.0,3.8,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 12.3, 'Cadres': 12.8, 'Profession intermédiaire': 23.9, 'Employé': 27.3, 'Ouvrier': 22.9}",13.0,14.7,8.9,18.4,7.0
13,13027,M,13160,16668.0,metro,Divers droite,,"{'LDVD': 35.63, 'LUG': 10.72}",68.2,6.3,"{'Agriculteur': 2.1, 'Artisan, commerçant et chef d’entreprise': 9.3, 'Cadres': 13.3, 'Profession intermédiaire': 23.6, 'Employé': 24.2, 'Ouvrier': 27.7}",18.0,12.3,8.7,18.3,6.9
13,13028,M,13600,37599.0,metro,,,"{'LLR': 46.19, 'LDVC': 23.79, 'LUG': 20.09, 'LRN': 9.91}",64.9,6.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 10.2, 'Cadres': 24.1, 'Profession intermédiaire': 28.3, 'Employé': 23.9, 'Ouvrier': 13.2}",15.0,10.2,12.6,17.8,12.7
13,13039,M,13270,15694.0,metro,,13110,"{'LSOC': 58.49, 'LLR': 24.28, 'LDVC': 17.21}",67.6,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 15.0, 'Profession intermédiaire': 33.7, 'Employé': 15.6, 'Ouvrier': 32.3}",11.0,11.0,7.7,21.7,3.6
13,13040,F,13710,10235.0,metro,Divers Centre,,"{'LDVC': 52.73, 'LDIV': 47.26}",72.4,5.9,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 10.1, 'Cadres': 24.8, 'Profession intermédiaire': 27.9, 'Employé': 19.1, 'Ouvrier': 17.5}",7.0,11.3,6.2,17.8,20.1
13,13041,M,13120,21534.0,metro,Les Républicains,13320,"{'LLR': 35.74, 'LCOM': 28.29, 'LDVG': 28.11, 'LRN': 7.85}",67.7,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 18.4, 'Profession intermédiaire': 30.3, 'Employé': 24.0, 'Ouvrier': 20.3}",13.0,12.9,8.7,16.7,9.9
13,13043,M,13180,10030.0,metro,Divers Centre,13700,"{'LDVC': 52.41, 'LDVD': 32.11, 'LRN': 15.46}",66.0,7.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 9.5, 'Cadres': 12.3, 'Profession intermédiaire': 27.3, 'Employé': 20.1, 'Ouvrier': 30.5}",11.0,13.6,7.1,17.7,7.4
13,13047,M,"13118,13800",44044.0,metro,Divers gauche,"13310,13140","{'LDVG': 54.79, 'LLR': 15.63, 'LVEC': 14.38, 'LRN': 11.33, 'LDVC': 3.85}",68.5,5.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 15.4, 'Profession intermédiaire': 27.9, 'Employé': 36.6, 'Ouvrier': 15.0}",14.0,11.4,6.9,22.5,6.9
13,13054,M,13700,33164.0,metro,Divers droite,"13180,13127","{'LDVD': 7.66, 'LRN': 14.47, 'LDVG': 7.43}",66.2,4.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 29.2, 'Profession intermédiaire': 30.0, 'Employé': 19.6, 'Ouvrier': 17.6}",19.0,13.4,9.6,19.8,7.1
13,13055,M,"13001,13002,13003,13004,13005,13006,13007,13008,13009,13010,13011,13012,13013,13014,13015,13016",877215.0,metro,,,{},58.2,4.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 23.5, 'Profession intermédiaire': 28.8, 'Employé': 28.0, 'Ouvrier': 13.4}",26.0,14.5,9.1,17.3,14.9
13,13056,M,"13117,13500",48818.0,metro,Parti Communiste Francais,"13110,13220","{'LCOM': 60.93, 'LLR': 21.33, 'LRN': 10.39, 'LDVG': 3.77, 'LECO': 3.55}",63.8,5.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.4, 'Cadres': 14.5, 'Profession intermédiaire': 31.5, 'Employé': 28.1, 'Ouvrier': 19.2}",18.0,11.5,9.5,18.3,8.1
13,13063,M,13140,25891.0,metro,Parti socialiste,,"{'LSOC': 66.06, 'LRN': 19.22, 'LECO': 11.33, 'LDVC': 3.37}",62.9,5.1,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 10.1, 'Profession intermédiaire': 26.0, 'Employé': 28.9, 'Ouvrier': 28.0}",23.0,14.1,8.5,19.2,4.9
13,13069,M,13330,10799.0,metro,Les Républicains,,"{'LLR': 52.44, 'LDVG': 33.47, 'LDVD': 14.07}",71.6,5.7,"{'Agriculteur': 1.3, 'Artisan, commerçant et chef d’entreprise': 15.8, 'Cadres': 16.6, 'Profession intermédiaire': 24.5, 'Employé': 33.0, 'Ouvrier': 8.8}",8.0,9.7,9.1,17.6,15.5
13,13071,M,13170,22423.0,metro,Divers Centre,13240,"{'LDVC': 44.36, 'LDVD': 35.03, 'LRN': 11.58, 'LDVG': 9.0}",70.2,6.1,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 10.6, 'Cadres': 14.4, 'Profession intermédiaire': 25.7, 'Employé': 32.0, 'Ouvrier': 17.1}",8.0,10.2,9.3,18.1,10.9
13,13075,M,13380,11504.0,metro,Les Républicains,13190,"{'LLR': 52.21, 'LDVD': 40.86, 'LRN': 6.91}",65.8,8.0,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 14.4, 'Cadres': 13.4, 'Profession intermédiaire': 27.1, 'Employé': 33.4, 'Ouvrier': 10.9}",8.0,8.2,15.1,20.2,10.1
13,13077,M,13110,16138.0,metro,Parti Communiste Francais,13270,"{'LCOM': 53.58, 'LUDI': 19.89, 'LDVD': 6.02, 'LDVG': 6.76}",57.5,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 12.8, 'Profession intermédiaire': 28.6, 'Employé': 25.8, 'Ouvrier': 25.7}",22.0,14.4,11.9,16.9,3.5
13,13081,M,13340,12335.0,metro,,"13127,13130","{'LDVD': 90.49, 'LDVC': 9.5}",69.9,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 11.6, 'Profession intermédiaire': 27.4, 'Employé': 23.2, 'Ouvrier': 30.6}",10.0,11.3,9.2,19.3,7.4
13,13097,F,13310,13962.0,metro,,,{'LDVG': 41.67},71.5,3.9,"{'Agriculteur': 2.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 10.8, 'Profession intermédiaire': 21.9, 'Employé': 21.7, 'Ouvrier': 36.6}",12.0,11.5,9.2,19.1,7.3
13,13103,M,13300,44553.0,metro,Les Républicains,,"{'LLR': 69.26, 'LDVC': 3.36, 'LVEC': 6.57, 'LRN': 5.34, 'LDVG': 2.92, 'LCOM': 2.9}",65.9,4.7,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 17.5, 'Profession intermédiaire': 28.3, 'Employé': 29.0, 'Ouvrier': 18.0}",17.0,12.7,9.7,19.0,11.8
13,13106,M,13240,12018.0,metro,Parti Communiste Francais,13170,"{'LCOM': 80.54, 'LRN': 19.45}",65.3,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 13.9, 'Cadres': 9.5, 'Profession intermédiaire': 27.5, 'Employé': 32.0, 'Ouvrier': 17.1}",16.0,14.0,10.2,18.8,8.0
13,13108,M,13150,15525.0,metro,Divers droite,30300,"{'LDVD': 48.11, 'LEXD': 39.31, 'LRN': 12.57}",51.5,4.6,"{'Agriculteur': 1.5, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 13.3, 'Profession intermédiaire': 23.8, 'Employé': 29.4, 'Ouvrier': 23.1}",31.0,12.0,9.3,18.0,5.5
13,13110,M,13530,10933.0,metro,Divers droite,,"{'LDVD': 28.07, 'LECO': 24.81}",69.5,5.7,"{'Agriculteur': 1.8, 'Artisan, commerçant et chef d’entreprise': 13.2, 'Cadres': 15.5, 'Profession intermédiaire': 22.1, 'Employé': 28.9, 'Ouvrier': 18.5}",10.0,10.6,8.7,18.4,12.8
13,13117,M,13127,36612.0,metro,Parti socialiste,"13700,13340","{'LSOC': 50.71, 'LVEC': 19.23, 'LRN': 18.69, 'LLR': 7.58, 'LDVG': 3.76}",64.0,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 21.9, 'Profession intermédiaire': 29.1, 'Employé': 23.0, 'Ouvrier': 21.1}",17.0,13.9,7.8,18.0,9.6
14,14047,M,14400,12754.0,metro,Divers droite,,"{'LDVD': 63.89, 'LECO': 25.25, 'LRN': 10.84}",63.1,8.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 12.5, 'Profession intermédiaire': 28.8, 'Employé': 33.9, 'Ouvrier': 17.6}",17.0,7.9,14.6,15.5,7.5
14,14118,M,14000,108398.0,metro,,14200,"{'LDVD': 50.79, 'LVEC': 25.56, 'LSOC': 9.29, 'LDVG': 5.29, 'LRN': 5.27, 'LFI': 2.65, 'LEXG': 1.12}",56.1,3.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 23.7, 'Profession intermédiaire': 31.1, 'Employé': 28.8, 'Ouvrier': 11.6}",21.0,10.0,9.2,15.4,19.0
14,14327,M,14200,22473.0,metro,Divers Centre,,"{'LDVC': 60.18, 'LECO': 29.66, 'LDIV': 10.15}",56.4,5.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 18.3, 'Profession intermédiaire': 33.1, 'Employé': 25.6, 'Ouvrier': 19.0}",27.0,11.7,7.2,17.9,9.7
14,14341,M,14123,11868.0,metro,Divers droite,,"{'LDVD': 59.87, 'LDVG': 40.12}",63.7,5.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 10.7, 'Profession intermédiaire': 31.0, 'Employé': 27.1, 'Ouvrier': 26.5}",14.0,9.7,6.8,18.1,8.3
14,14366,M,14100,19540.0,metro,Divers droite,,"{'LDVD': 44.02, 'LDVG': 34.71, 'LDIV': 21.26}",59.8,6.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 12.3, 'Profession intermédiaire': 28.0, 'Employé': 31.5, 'Ouvrier': 22.3}",22.0,9.4,14.8,16.0,6.0
14,14437,F,14120,10286.0,metro,Divers gauche,14123,"{'LDVG': 22.91, 'LECO': 11.06, 'LRN': 9.04}",65.4,7.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.7, 'Cadres': 13.3, 'Profession intermédiaire': 27.8, 'Employé': 30.0, 'Ouvrier': 25.1}",13.0,8.9,10.2,17.5,6.6
14,14762,F,14500,17411.0,metro,,,"{'LDIV': 36.9, 'LDVG': 11.74}",65.7,10.2,"{'Agriculteur': 1.5, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 9.6, 'Profession intermédiaire': 23.0, 'Employé': 23.7, 'Ouvrier': 37.1}",15.0,7.7,14.4,15.0,4.2
15,15014,M,15000,26189.0,metro,Union de la gauche,,"{'LUG': 59.29, 'LDVD': 40.7}",63.8,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 13.1, 'Profession intermédiaire': 29.7, 'Employé': 31.7, 'Ouvrier': 19.6}",16.0,7.8,15.9,18.7,8.4
16,16015,M,16000,41423.0,metro,Divers droite,,"{'LDVD': 52.68, 'LVEC': 21.96, 'LDVG': 8.45, 'LEXG': 2.26}",59.0,4.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 18.3, 'Profession intermédiaire': 28.9, 'Employé': 30.4, 'Ouvrier': 16.7}",26.0,11.7,9.8,18.5,12.9
16,16102,M,16100,18466.0,metro,Divers droite,,"{'LDVD': 24.37, 'LDVG': 26.35, 'LREM': 7.81}",66.5,6.9,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 16.9, 'Profession intermédiaire': 27.2, 'Employé': 25.8, 'Ouvrier': 23.2}",18.0,9.0,11.5,18.2,10.4
16,16374,M,16800,10057.0,metro,Divers droite,,"{'LDVD': 29.82, 'LDVC': 19.26, 'LUG': 9.67}",52.9,5.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 15.3, 'Profession intermédiaire': 31.9, 'Employé': 34.0, 'Ouvrier': 15.3}",31.0,14.5,11.1,17.3,6.7
17,17299,M,17300,23188.0,metro,Divers droite,,"{'LDVD': 58.86, 'LDVG': 41.13}",58.9,7.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 14.4, 'Profession intermédiaire': 26.6, 'Employé': 35.1, 'Ouvrier': 18.0}",20.0,8.7,14.5,17.9,7.2
17,17300,M,17000,79961.0,metro,Divers gauche,,"{'LDVG': 41.1, 'LVEC': 16.92}",58.7,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 19.5, 'Profession intermédiaire': 29.3, 'Employé': 27.6, 'Ouvrier': 16.3}",18.0,8.8,9.5,17.1,15.8
17,17306,M,17200,19322.0,metro,Divers droite,,"{'LDVD': 52.2, 'LUC': 21.63, 'LUG': 14.31, 'LRN': 11.83}",59.4,11.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 11.3, 'Cadres': 11.6, 'Profession intermédiaire': 23.1, 'Employé': 37.6, 'Ouvrier': 15.9}",14.0,4.5,19.0,18.2,7.7
17,17415,M,17100,25312.0,metro,Divers Centre,,"{'LDVC': 23.37, 'LDVG': 28.7, 'LUG': 16.14}",62.4,7.6,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.5, 'Cadres': 14.0, 'Profession intermédiaire': 30.4, 'Employé': 31.9, 'Ouvrier': 16.9}",17.0,7.8,14.6,17.6,9.5
18,18033,M,18000,64238.0,metro,Divers gauche,,"{'LDVG': 54.95, 'LDVD': 45.04}",60.9,6.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 17.9, 'Profession intermédiaire': 30.1, 'Employé': 28.2, 'Ouvrier': 19.1}",20.0,10.8,12.3,17.5,11.2
18,18279,F,18100,25254.0,metro,,,"{'LUG': 50.18, 'LDIV': 39.05, 'LDVC': 6.56, 'LEXG': 4.19}",55.7,7.3,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 10.5, 'Profession intermédiaire': 25.2, 'Employé': 32.0, 'Ouvrier': 24.6}",24.0,10.9,15.6,14.8,4.6
19,19031,M,19100,46769.0,metro,Union de la droite,,"{'LUD': 60.44, 'LUG': 20.69, 'LDVG': 9.79, 'LVEC': 9.07}",64.0,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 13.9, 'Profession intermédiaire': 28.7, 'Employé': 31.1, 'Ouvrier': 20.4}",18.0,9.6,12.1,18.9,8.4
19,19272,M,19000,13602.0,metro,Union de la gauche,,"{'LUG': 64.34, 'LDVD': 35.65}",65.1,6.6,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 13.3, 'Profession intermédiaire': 31.6, 'Employé': 37.3, 'Ouvrier': 13.4}",17.0,8.5,13.0,22.2,6.4
21,21054,M,21200,20233.0,metro,Divers droite,,"{'LDVD': 56.51, 'LREM': 30.63, 'LUG': 12.85}",70.6,5.7,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 13.6, 'Profession intermédiaire': 26.8, 'Employé': 28.6, 'Ouvrier': 22.1}",14.0,9.0,11.7,16.5,10.4
21,21166,M,21300,14299.0,metro,Union de la gauche,,"{'LUG': 66.25, 'LDVD': 15.63, 'LDVG': 14.61, 'LEXG': 3.49}",59.9,5.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 16.4, 'Profession intermédiaire': 34.4, 'Employé': 23.8, 'Ouvrier': 21.1}",28.0,13.8,9.6,17.3,6.3
21,21171,M,21800,10895.0,metro,Les Républicains,,"{'LLR': 65.59, 'LUG': 23.65, 'LDIV': 10.74}",72.3,5.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 12.6, 'Profession intermédiaire': 29.2, 'Employé': 17.2, 'Ouvrier': 36.8}",10.0,9.9,7.0,19.5,8.1
21,21231,F,21000,159941.0,metro,,"21300,21240","{'LUG': 43.51, 'LDVD': 34.84, 'LVEC': 21.63}",61.2,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 24.3, 'Profession intermédiaire': 30.9, 'Employé': 26.0, 'Ouvrier': 13.5}",17.0,10.3,8.0,18.2,17.5
21,21617,M,21240,11986.0,metro,,21000,"{'LUD': 60.8, 'LUG': 35.26, 'LEXG': 3.92}",60.5,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 15.1, 'Profession intermédiaire': 31.2, 'Employé': 36.4, 'Ouvrier': 11.4}",17.0,10.8,11.4,17.3,14.7
22,22050,M,22100,14966.0,metro,Divers Centre,,"{'LDVC': 65.99, 'LDVG': 27.21, 'LRN': 6.78}",62.4,8.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 14.2, 'Profession intermédiaire': 31.8, 'Employé': 31.7, 'Ouvrier': 15.2}",16.0,7.0,19.8,17.6,11.2
22,22093,M,22400,16911.0,metro,Divers gauche,,"{'LDVG': 50.25, 'LLR': 31.25, 'LDIV': 18.48}",71.0,9.0,"{'Agriculteur': 1.7, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 12.3, 'Profession intermédiaire': 24.4, 'Employé': 21.6, 'Ouvrier': 34.8}",9.0,9.0,11.6,17.7,7.6
22,22113,M,22300,20525.0,metro,Union de la gauche,,"{'LUG': 52.28, 'LREM': 24.56, 'LDVG': 13.47, 'LEXG': 4.64}",60.0,6.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 26.8, 'Profession intermédiaire': 26.1, 'Employé': 24.9, 'Ouvrier': 16.6}",14.0,7.5,11.5,17.2,14.7
22,22187,M,22190,14527.0,metro,Divers gauche,"22440,22000","{'LDVG': 18.47, 'LDIV': 29.3}",68.3,9.1,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 15.0, 'Profession intermédiaire': 33.1, 'Employé': 30.0, 'Ouvrier': 16.0}",9.0,8.2,10.4,17.8,11.9
22,22215,M,22440,11347.0,metro,Parti Communiste Francais,22000,"{'LCOM': 66.88, 'LDVD': 24.75, 'LEXG': 8.36}",65.8,8.4,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 13.7, 'Profession intermédiaire': 31.0, 'Employé': 23.4, 'Ouvrier': 26.6}",12.0,9.7,8.4,18.0,4.6
22,22278,M,22000,44607.0,metro,Divers gauche,22190,"{'LDVG': 59.89, 'LMDM': 40.1}",61.1,5.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 17.3, 'Profession intermédiaire': 34.1, 'Employé': 30.4, 'Ouvrier': 13.1}",21.0,10.6,13.4,18.1,11.3
23,23096,F,23000,12814.0,metro,Divers,,"{'LDIV': 35.68, 'LDVG': 33.18, 'LUG': 23.36, 'LDVC': 7.75}",61.6,7.4,"{'Agriculteur': 0.9, 'Artisan, commerçant et chef d’entreprise': 3.5, 'Cadres': 15.1, 'Profession intermédiaire': 31.2, 'Employé': 33.8, 'Ouvrier': 15.6}",21.0,8.8,13.8,18.4,7.9
24,24037,M,24100,26852.0,metro,Divers droite,,"{'LDVD': 39.06, 'LDIV': 34.67, 'LDVG': 15.45, 'LRN': 10.8}",59.1,9.1,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 11.2, 'Profession intermédiaire': 26.7, 'Employé': 34.0, 'Ouvrier': 19.2}",22.0,8.2,15.2,18.4,7.1
24,24053,F,"24330,24750",10628.0,metro,Divers gauche,,"{'LDVG': 61.05, 'LSOC': 38.94}",69.3,7.3,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 9.1, 'Profession intermédiaire': 25.9, 'Employé': 22.7, 'Ouvrier': 35.4}",10.0,8.4,7.6,21.1,6.6
25,25031,M,25400,14009.0,metro,Union de la gauche,,"{'LUG': 55.33, 'LDVC': 25.86, 'LDVD': 14.0, 'LEXG': 4.79}",57.1,6.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 15.7, 'Profession intermédiaire': 23.5, 'Employé': 30.5, 'Ouvrier': 24.2}",26.0,12.9,11.6,15.7,4.3
25,25056,F,25000,120057.0,metro,Union de la gauche,,"{'LUG': 43.83, 'LLR': 41.61, 'LUC': 14.55}",58.1,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 22.2, 'Profession intermédiaire': 30.5, 'Employé': 28.3, 'Ouvrier': 14.7}",23.0,11.5,8.1,16.7,15.6
25,25388,F,25200,25516.0,metro,Divers droite,,"{'LDVD': 54.52, 'LUG': 27.4, 'LDVC': 13.88, 'LEXG': 4.18}",53.2,5.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.1, 'Cadres': 17.0, 'Profession intermédiaire': 28.7, 'Employé': 29.0, 'Ouvrier': 21.1}",28.0,12.1,11.1,17.3,9.4
25,25462,M,25300,17928.0,metro,Divers droite,,"{'LDVD': 59.33, 'LDIV': 40.66}",70.7,4.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.7, 'Cadres': 12.3, 'Profession intermédiaire': 27.6, 'Employé': 31.9, 'Ouvrier': 22.2}",12.0,13.0,7.9,18.9,7.7
25,25580,M,25700,10624.0,metro,Divers droite,25400,"{'LDVD': 53.54, 'LDVG': 46.45}",55.3,6.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 9.9, 'Profession intermédiaire': 26.1, 'Employé': 24.2, 'Ouvrier': 33.3}",24.0,10.7,8.8,16.4,4.8
26,26058,F,26500,19872.0,metro,Divers droite,07500,"{'LDVD': 52.81, 'LDVG': 47.18}",67.2,5.9,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.2, 'Cadres': 20.2, 'Profession intermédiaire': 28.5, 'Employé': 23.2, 'Ouvrier': 21.3}",16.0,10.3,8.3,19.2,8.4
26,26198,M,26200,40356.0,metro,Divers droite,,"{'LDVD': 46.78, 'LUG': 28.16, 'LDVC': 25.05}",61.3,5.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 11.9, 'Profession intermédiaire': 27.7, 'Employé': 30.0, 'Ouvrier': 23.4}",20.0,11.5,9.7,18.1,8.9
26,26235,M,26700,13909.0,metro,Divers droite,,"{'LDVD': 34.44, 'LDIV': 26.86}",62.2,6.6,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 20.2, 'Profession intermédiaire': 35.6, 'Employé': 16.6, 'Ouvrier': 22.8}",21.0,12.3,8.5,18.4,5.5
26,26252,F,26800,10369.0,metro,Divers droite,,"{'LDVD': 56.91, 'LDVG': 13.29}",66.5,6.6,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 11.4, 'Profession intermédiaire': 28.0, 'Employé': 15.5, 'Ouvrier': 39.6}",14.0,11.0,8.5,16.6,4.9
26,26281,F,26100,33139.0,metro,Divers droite,,"{'LDVD': 53.52, 'LDIV': 46.47}",62.2,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 13.6, 'Profession intermédiaire': 29.2, 'Employé': 27.9, 'Ouvrier': 22.8}",20.0,10.9,11.8,17.0,7.7
26,26362,M,26000,64288.0,metro,Divers droite,"26500,07500","{'LDVD': 59.45, 'LDVG': 8.96, 'LREM': 6.88, 'LRN': 5.57, 'LEXG': 1.42}",61.5,4.2,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 19.6, 'Profession intermédiaire': 32.3, 'Employé': 26.9, 'Ouvrier': 15.9}",22.0,13.5,10.2,17.9,12.7
27,27229,M,27000,48335.0,metro,Union de la droite,,"{'LUD': 50.97, 'LUG': 36.76, 'LREM': 12.26}",56.7,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 16.2, 'Profession intermédiaire': 30.4, 'Employé': 30.8, 'Ouvrier': 19.0}",29.0,14.0,9.6,17.6,9.2
27,27284,M,27140,12395.0,metro,,,"{'LLR': 56.06, 'LDVG': 43.93}",62.4,6.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 11.9, 'Profession intermédiaire': 23.2, 'Employé': 37.1, 'Ouvrier': 22.5}",18.0,11.4,13.3,17.1,4.0
27,27375,M,27400,18347.0,metro,Divers Centre,,"{'LDVC': 52.19, 'LDVG': 14.05, 'LRN': 7.08, 'LDIV': 5.36, 'LREM': 3.07}",58.3,5.1,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 14.3, 'Profession intermédiaire': 28.5, 'Employé': 25.4, 'Ouvrier': 25.6}",24.0,12.4,11.9,17.0,7.3
27,27681,M,27200,24841.0,metro,Divers,,"{'LDIV': 66.37, 'LVEC': 15.58, 'LSOC': 15.33, 'LEXG': 2.7}",61.8,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 18.9, 'Profession intermédiaire': 29.6, 'Employé': 26.9, 'Ouvrier': 17.6}",23.0,14.8,10.6,16.3,12.7
27,27701,M,27100,12939.0,metro,Parti socialiste,,"{'LSOC': 89.71, 'LRN': 10.28}",50.9,4.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 2.3, 'Cadres': 18.5, 'Profession intermédiaire': 29.4, 'Employé': 18.0, 'Ouvrier': 31.7}",31.0,15.5,4.1,17.3,3.7
